"id";"title";"description";"street";"city";"state";"postal_code";"country";"lat";"lng";"phone";"fax";"email";"website";"description_2";"logo_id";"marker_id";"is_disabled";"open_hours";"created_on";"updated_on";"ordr";"featured";"brand";"product";"pending";"slug";"custom"
"76";"Daltile Chico";;"206 Meyers St.";"Chico";"CA";"95928";"223";"39.7142052";"-121.8185072";"(530) 343-6425";;;"https://www.hydroblok.com/find-a-dealer/daltile-chico/";;"0";"0";"0";"{""mon"":[""07:30 AM - 04:30 PM""],""tue"":[""07:30 AM - 04:30 PM""],""wed"":[""07:30 AM - 04:30 PM""],""thu"":[""07:30 AM - 04:30 PM""],""fri"":[""07:30 AM - 04:30 PM""],""sat"":""0"",""sun"":""0""}";"2020-11-04 17:02:34";"2022-02-19 04:54:00";"0";NULL;NULL;NULL;NULL;"daltile-chico-chico";NULL
"77";"Daltile Redding CA";;"3065 Crossroads Drive";"Redding";"CA";"96003";"223";"40.5612642";"-122.2971608";" (530) 221-8453";;;"https://www.hydroblok.com/find-a-dealer/daltile-redding-ca/";;"0";"0";"0";"{""mon"":[""07:30 AM - 04:30 PM""],""tue"":[""09:30 AM - 04:30 PM""],""wed"":[""07:30 AM - 04:30 PM""],""thu"":[""07:30 AM - 04:30 PM""],""fri"":[""07:30 AM - 04:30 PM""],""sat"":""0"",""sun"":""0""}";"2020-11-04 17:02:34";"2022-02-19 04:53:16";"0";NULL;NULL;NULL;NULL;"daltile-redding-ca-redding";NULL
"78";"Standard Paint and Flooring L.L.C.";;"149 Easy Way";"Wenatchee";;"98901";"223";"47.4681167";"-120.3326644";"509-663-8574";;;"https://www.hydroblok.com/find-a-dealer/standard-paint-and-flooring-l-l-c/";;"0";"0";"0";"{""mon"":[""07:00 AM - 05:30 PM""],""tue"":[""07:00 AM - 05:30 PM""],""wed"":[""07:00 AM - 05:30 PM""],""thu"":[""07:00 AM - 05:30 PM""],""fri"":[""07:00 AM - 05:30 PM""],""sat"":[""08:00 AM - 02:00 PM""],""sun"":""0""}";"2020-11-04 17:02:34";"2022-02-21 03:16:06";"0";NULL;NULL;NULL;NULL;"standard-paint-and-flooring-l-l-c-wenatchee";NULL
"79";"Emser Tile";;"5712 1400, S State College Blvd";"Anaheim";"CA";"92806";"223";"33.8127037";"-117.8883735";"(714) 778-5777";;;"https://www.hydroblok.com/find-a-dealer/emser-tile/";;"0";"0";"0";"{""mon"":[""06:30 AM - 04:00 PM""],""tue"":[""06:30 AM - 04:00 PM""],""wed"":[""06:30 AM - 04:00 PM""],""thu"":[""06:30 AM - 04:00 PM""],""fri"":[""06:30 AM - 04:00 PM""],""sat"":""0"",""sun"":""0""}";"2020-11-04 17:02:34";"2022-02-19 05:05:19";"0";NULL;NULL;NULL;NULL;"emser-tile-anaheim";NULL
"80";"Northwest Trends";;"11315 E Montgomery Dr";"Spokane Valley";"WA";"99206";"223";"47.6793565";"-117.2524168";"(509) 921-9677";;;"https://www.hydroblok.com/find-a-dealer/northwest-trends/";;"0";"0";"0";"{""mon"":[""08:00 AM - 05:30 PM""],""tue"":[""08:00 AM - 05:30 PM""],""wed"":[""08:00 AM - 05:30 PM""],""thu"":[""08:00 AM - 05:30 PM""],""fri"":[""08:00 AM - 05:30 PM""],""sat"":[""10:00 AM - 04:00 PM""],""sun"":""0""}";"2020-11-09 20:53:04";"2022-02-21 03:35:42";"0";NULL;NULL;NULL;NULL;"northwest-trends-spokane-valley";NULL
"81";"Floor Trader Outlet Spokane";;"6227 N Division S";"Spokane";"WA";"99208";"223";"47.7145836";"-117.4118987";"(509) 309-0673";;;"https://www.hydroblok.com/find-a-dealer/floor-trader-outlet-spokane/";;"0";"0";"1";"{""mon"":[""07:00 AM - 07:00 PM""],""tue"":[""07:00 AM - 07:00 PM""],""wed"":[""07:00 AM - 07:00 PM""],""thu"":[""07:00 AM - 07:00 PM""],""fri"":[""07:00 AM - 07:00 PM""],""sat"":[""07:00 AM - 07:00 PM""],""sun"":[""08:00 AM - 05:00 PM""]}";"2020-11-09 20:56:09";"2024-02-02 19:24:24";"0";NULL;NULL;NULL;NULL;"floor-trader-outlet-spokane-spokane";NULL
"83";"Mount Vernon Carpet One Floor and Home";;"400 West Fir Street";"Mount Vernon";"WA";"98273";"223";"48.427979";"-122.3383014";"360-336-6533";;;"https://www.hydroblok.com/find-a-dealer/Mount%20Vernon%20Carpet%20One%20Floor%20and%20Home/";;"0";"0";"0";"{""mon"":[""09:00 AM - 05:30 PM""],""tue"":[""09:00 AM - 05:30 PM""],""wed"":[""09:00 AM - 05:30 PM""],""thu"":[""09:00 AM - 05:30 PM""],""fri"":[""09:00 AM - 05:30 PM""],""sat"":[""09:00 AM - 06:30 PM""],""sun"":""0""}";"2021-02-09 19:11:23";"2022-02-19 04:41:20";"0";NULL;NULL;NULL;NULL;"mount-vernon-carpet-one-floor-and-home-mount-vernon";NULL
"84";"Emser Tile - La Vista NE";;"11941 Centennial Road, Suite 6";"La Vista";"NE";"68128";"223";"41.169704";"-96.099639";"402-339-8453";;;;;"0";"0";NULL;"{""mon"":[""07:30 AM - 05:00 PM""],""tue"":[""07:30 AM - 05:00 PM""],""wed"":[""07:30 AM - 05:00 PM""],""thu"":[""07:30 AM - 05:00 PM""],""fri"":[""07:30 AM - 05:00 PM""],""sat"":[""08:00 AM - 01:00 PM""],""sun"":""0""}";"2021-02-10 17:59:03";NULL;"0";NULL;NULL;NULL;NULL;NULL;NULL
"85";"Daltile Plymouth Meeting";;"5105 Campus Dr";"Plymouth Meeting";"PA";"19462";"223";"40.1142465";"-75.265862";"610-825-5381";;;"https://www.hydroblok.com/find-a-dealer/daltile-plymouth-meeting/";;"0";"0";"0";"{""mon"":[""07:00 AM - 05:00 PM""],""tue"":[""07:00 AM - 05:00 PM""],""wed"":[""07:00 AM - 05:00 PM""],""thu"":[""07:00 AM - 05:00 PM""],""fri"":[""07:00 AM - 05:00 PM""],""sat"":""0"",""sun"":""0""}";"2021-02-12 17:49:37";"2022-02-21 20:22:23";"0";NULL;NULL;NULL;NULL;"daltile-plymouth-meeting-plymouth-meeting";NULL
"86";"Weilers Kitchens & Bath Designs";;"350 Bustleton Pike";"Feasterville-Trevose";"PA";"19053";"223";"40.143743";"-75.0056642";"215-357-9300";;;"https://www.hydroblok.com/find-a-dealer/weilers-kitchens-bath-designs/";;"0";"0";"0";"{""mon"":[""07:00 AM - 05:00 PM""],""tue"":[""07:00 AM - 05:00 PM""],""wed"":[""07:00 AM - 05:00 PM""],""thu"":[""07:00 AM - 05:00 PM""],""fri"":[""07:00 AM - 05:00 PM""],""sat"":[""09:00 AM - 02:00 PM""],""sun"":""0""}";"2021-02-12 18:56:26";"2022-02-21 20:04:50";"0";NULL;NULL;NULL;NULL;"weilers-kitchens-bath-designs-feasterville-trevose";NULL
"87";"Clarks Building & Decorating";;"417 Westinghouse Dr";"Hot Springs National Park";"AR";"71901";"223";"34.4954462";"-92.9850171";"(501) 262-2262";;;"https://www.hydroblok.com/find-a-dealer/clarks-building-decorating-center/";;"0";"0";"0";"{""mon"":[""07:30 AM - 05:00 PM""],""tue"":[""07:30 AM - 05:00 PM""],""wed"":[""07:30 AM - 05:00 PM""],""thu"":[""07:30 AM - 05:00 PM""],""fri"":[""07:30 AM - 05:00 PM""],""sat"":[""08:00 AM - 03:00 PM""],""sun"":""0""}";"2021-02-12 19:01:59";"2022-02-21 21:38:40";"0";NULL;NULL;NULL;NULL;"clarks-building-decorating-hot-springs-national-park";NULL
"88";"EMCO / Ensuite Windsor";;"2740 Temple Dr";"Windsor";"ON";"N8W 5J5";"38";"42.2881061";"-82.9779609";"(519) 948-8131";;;"https://www.hydroblok.com/find-a-dealer/emco-ensuite-windsor/";;"0";"0";"0";"{""mon"":[""07:00 AM - 04:30 PM""],""tue"":[""07:00 AM - 04:30 PM""],""wed"":[""07:00 AM - 04:30 PM""],""thu"":[""07:00 AM - 04:30 PM""],""fri"":[""07:00 AM - 04:30 PM""],""sat"":[""09:00 AM - 01:00 PM""],""sun"":""0""}";"2021-02-12 19:04:45";"2022-01-16 19:03:36";"0";NULL;NULL;NULL;NULL;"emco-ensuite-windsor-windsor";NULL
"89";"EMCO";;"300 Fee St";"North Bay";"ON";"P1B 8G5";"38";"46.3249727";"-79.48921059999999";"(705) 476-0701";;;"https://www.hydroblok.com/find-a-dealer/emco-emco-north-bay/";;"0";"0";"0";"{""mon"":[""06:30 AM - 05:00 PM""],""tue"":[""06:30 AM - 05:00 PM""],""wed"":[""06:30 AM - 05:00 PM""],""thu"":[""06:30 AM - 05:00 PM""],""fri"":[""06:30 AM - 05:00 PM""],""sat"":""0"",""sun"":""0""}";"2021-02-12 19:06:40";"2022-02-21 20:16:47";"0";NULL;NULL;NULL;NULL;"emco-north-bay";NULL
"90";"Showroom Flooring";;"870 Cliffe Ave";"Courtenay";"BC";"V9N 2J7";"38";"49.6888081";"-124.9952123";"(250) 871-8453";;"sales@showroomflooring.ca";"https://showroomflooring.ca/";;"0";"0";"0";"{""mon"":[""09:00 AM - 05:00 PM""],""tue"":[""09:00 AM - 05:00 PM""],""wed"":[""09:00 AM - 05:00 PM""],""thu"":[""09:00 AM - 05:00 PM""],""fri"":[""09:00 AM - 05:00 PM""],""sat"":""0"",""sun"":""0""}";"2021-02-12 19:09:50";"2023-12-05 21:29:03";"0";NULL;NULL;NULL;NULL;"showroom-flooring-courtenay";NULL
"91";"Daltile Santa Rosa CA";;"258 Sutton Pl Ste # 101";"Santa Rosa";"CA";"95407";"223";"38.3903391";"-122.721755";"707-588-0842";;;"https://www.hydroblok.com/find-a-dealer/daltile-santa-rosa-ca/";;"0";"0";"0";"{""mon"":[""07:30 AM - 04:00 PM""],""tue"":[""07:30 AM - 04:00 PM""],""wed"":[""07:30 AM - 04:00 PM""],""thu"":[""07:30 AM - 04:00 PM""],""fri"":[""07:30 AM - 04:00 PM""],""sat"":""0"",""sun"":""0""}";"2021-02-16 20:32:23";"2022-02-19 04:54:44";"0";NULL;NULL;NULL;NULL;"daltile-santa-rosa-ca-santa-rosa";NULL
"92";"EMCO Corporation";;"800 Wilson Rd S #2";"Oshawa";"Ontario";"L1H 6E8";"38";"43.879735";"-78.834927";"(905) 723-1173";;;"https://www.hydroblok.com/find-a-dealer/emco-emco-oshawa/";;"0";"0";"0";"{""mon"":[""07:00 AM - 04:30 PM""],""tue"":[""07:00 AM - 04:30 PM""],""wed"":[""07:00 AM - 04:30 PM""],""thu"":[""07:00 AM - 04:30 PM""],""fri"":[""07:00 AM - 04:30 PM""],""sat"":""0"",""sun"":""0""}";"2021-04-07 22:18:49";"2022-02-21 20:18:34";"0";NULL;NULL;NULL;NULL;"emco-corporation-oshawa";NULL
"93";"Insulation and Supply - Manitowoc";;"1129 S 41st Street";"Manitowoc";"WI";"54220";"223";"44.0866485";"-87.697785";"1-800-242-7619";;;"https://www.hydroblok.com/find-a-dealer/insulation-supply-manitowoc/";;"0";"0";"0";"{""mon"":[""08:00 AM - 04:30 PM""],""tue"":[""08:00 AM - 04:30 PM""],""wed"":[""08:00 AM - 04:30 PM""],""thu"":[""08:00 AM - 04:30 PM""],""fri"":[""08:00 AM - 04:30 PM""],""sat"":""0"",""sun"":""0""}";"2021-04-08 19:47:21";"2022-01-16 18:36:46";"0";NULL;NULL;NULL;NULL;"insulation-and-supply-manitowoc-manitowoc";NULL
"94";"Insulation and Supply - Green Bay";;"3158 Market St";"Green Bay";"WI";"54304";"223";"44.4635666";"-88.08583980000002";"1-800-472-0048";;;"https://www.hydroblok.com/find-a-dealer/insulation-supply-green-bay/";;"0";"0";"0";"{""mon"":[""07:00 AM - 04:30 PM""],""tue"":[""07:00 AM - 04:30 PM""],""wed"":[""07:00 AM - 04:30 PM""],""thu"":[""07:00 AM - 04:30 PM""],""fri"":[""07:00 AM - 04:30 PM""],""sat"":""0"",""sun"":""0""}";"2021-04-08 19:47:39";"2022-01-16 18:40:58";"0";NULL;NULL;NULL;NULL;"insulation-and-supply-green-bay-green-bay";NULL
"95";"Insulation and Supply - Greenville";;"N1044 Quality Dr.";"Greenville";"WI";"54942";"223";"44.2783713";"-88.5076473";"1-800-223-1061";;;"https://www.hydroblok.com/find-a-dealer/insulation-and-supply-greenville/";;"0";"0";"0";"{""mon"":[""08:00 AM - 04:30 PM""],""tue"":[""08:00 AM - 04:30 PM""],""wed"":[""08:00 AM - 04:30 PM""],""thu"":[""08:00 AM - 04:30 PM""],""fri"":[""08:00 AM - 04:30 PM""],""sat"":""0"",""sun"":""0""}";"2021-04-08 19:49:19";"2022-01-16 18:42:08";"0";NULL;NULL;NULL;NULL;"insulation-and-supply-greenville-greenville";NULL
"96";"Continental Flooring Installation";;"1395 Alpha Lake Rd.";"Whistler";"BC";"V0N 1B1";"38";"50.089897";"-123.0311251";"604-962-8453";;;"https://www.hydroblok.com/find-a-dealer/continental-flooring-installation/";;"0";"1";"0";"{""mon"":[""08:30 AM - 05:30 PM""],""tue"":[""08:30 AM - 05:55 PM""],""wed"":[""08:30 AM - 05:30 PM""],""thu"":[""08:30 AM - 05:30 PM""],""fri"":[""08:30 AM - 05:30 PM""],""sat"":""0"",""sun"":""0""}";"2021-06-17 18:08:55";"2022-01-18 18:54:49";"0";NULL;NULL;NULL;NULL;"continental-flooring-installation-whistler";NULL
"97";"Daltile Loveland CO";;"5741 Earhart Rd";"Loveland";"CO";"80538";"223";"40.4508133";"-104.9952031";"970-622-9741";;;"https://www.hydroblok.com/find-a-dealer/daltile-daltile-loveland-co/";;"0";"1";"0";"{""mon"":[""07:00 AM - 04:00 PM""],""tue"":[""07:00 AM - 04:00 PM""],""wed"":[""07:00 AM - 04:00 PM""],""thu"":[""07:00 AM - 04:00 PM""],""fri"":[""07:00 AM - 04:00 PM""],""sat"":""1"",""sun"":""1""}";"2021-06-21 21:05:49";"2022-02-19 05:07:58";"0";NULL;NULL;NULL;NULL;"daltile-loveland-co-loveland";NULL
"99";"Ceramic Tileworks Center, Omaha, NE";;"11005 W. Maple Road";"Omaha";"NE";"68164";"223";"41.2876869";"-96.0849238";"402-493-1567";;;"https://www.hydroblok.com/find-a-dealer/ceramic-tileworks-center/";;"0";"1";"0";"{""mon"":[""08:00 AM - 07:30 PM""],""tue"":[""08:00 AM - 07:30 PM""],""wed"":[""08:00 AM - 07:30 PM""],""thu"":[""08:00 AM - 07:30 PM""],""fri"":[""08:00 AM - 06:00 PM""],""sat"":[""09:00 AM - 04:00 PM""],""sun"":""0""}";"2021-08-31 20:29:33";"2022-02-21 22:05:40";"0";NULL;NULL;NULL;NULL;"ceramic-tileworks-center-omaha-ne-omaha";NULL
"100";"Emser Tile, Wichita KS";;"2333 S West St Suite 301";"Wichita";"KS";"67213";"223";"37.653014";"-97.3903785";"316-943-1441";;;"https://www.hydroblok.com/find-a-dealer/emser-emser-wichita/";;"0";"1";"0";"{""mon"":[""07:30 AM - 04:00 PM""],""tue"":[""07:30 AM - 04:00 PM""],""wed"":[""07:30 AM - 04:00 PM""],""thu"":[""07:30 AM - 04:00 PM""],""fri"":[""07:30 AM - 04:00 PM""],""sat"":""0"",""sun"":""0""}";"2021-08-31 20:31:53";"2022-02-21 22:00:30";"0";NULL;NULL;NULL;NULL;"emser-tile-wichita-ks-wichita";NULL
"101";"Signature Interior Expressions, Neosho MO";;"12650 Hammer Rd";"Neosho";"MO";"64850";"223";"36.8856371";"-94.4262768";"417-451-0535";;;"https://www.hydroblok.com/find-a-dealer/signature-interior-expressions-signature-interior-expressions-neosho-mo/";;"0";"1";"0";"{""mon"":""0"",""tue"":[""09:00 AM - 05:00 PM""],""wed"":[""09:00 AM - 05:00 PM""],""thu"":[""09:00 AM - 05:00 PM""],""fri"":[""09:00 AM - 05:00 PM""],""sat"":""0"",""sun"":""0""}";"2021-08-31 20:35:23";"2022-03-10 22:10:54";"0";NULL;NULL;NULL;NULL;"signature-interior-expressions-neosho-mo-neosho";NULL
"102";"Emser Tile, La Vista NE";;"11941 Centennial Rd Suite #6";"La Vista";"NE";"68128";"223";"41.169704";"-96.099639";"402-339-8453";;;"https://www.hydroblok.com/find-a-dealer/emser-emser-omaha/";;"0";"1";"0";"{""mon"":[""07:00 AM - 05:00 PM""],""tue"":[""07:00 AM - 05:00 PM""],""wed"":[""07:00 AM - 05:00 PM""],""thu"":[""07:00 AM - 05:00 PM""],""fri"":[""07:00 AM - 05:00 PM""],""sat"":""0"",""sun"":""0""}";"2021-08-31 20:38:20";"2022-02-21 22:07:12";"0";NULL;NULL;NULL;NULL;"emser-tile-la-vista-ne-la-vista";NULL
"103";"Emser Tile, Little Rock AR";;"10068 Maumelle Blvd";"Little Rock";"AR";"72113";"223";"34.8218666";"-92.3729553";;;;"https://www.hydroblok.com/find-a-dealer/emser-emser-little-rock/";;"0";"1";"0";"{""mon"":[""06:30 AM - 04:00 PM""],""tue"":[""06:30 AM - 04:00 PM""],""wed"":[""06:30 AM - 04:00 PM""],""thu"":[""06:30 AM - 04:00 PM""],""fri"":[""06:30 AM - 04:00 PM""],""sat"":""0"",""sun"":""0""}";"2021-08-31 20:41:56";"2022-02-21 21:45:28";"0";NULL;NULL;NULL;NULL;"emser-tile-little-rock-ar-little-rock";NULL
"104";"Daltile Maryland Heights, MO";;"2059 Westport Center Dr";"Maryland Heights";"MO";"63146";"223";"38.69539140000001";"-90.4222125";"(314) 997-6970";;;"https://www.hydroblok.com/find-a-dealer/daltile-daltile-maryland-heights/";;"0";"1";"0";"{""mon"":[""08:00 AM - 04:30 PM""],""tue"":[""08:00 AM - 04:00 AM""],""wed"":[""08:00 AM - 04:00 AM""],""thu"":[""08:00 AM - 04:00 AM""],""fri"":[""08:30 AM - 04:00 PM""],""sat"":[""09:00 AM - 01:00 PM""],""sun"":""0""}";"2021-09-17 17:41:24";"2022-02-21 21:37:01";"0";NULL;NULL;NULL;NULL;"daltile-maryland-heights-mo-maryland-heights";NULL
"105";"Daltile Knoxville, TN";;"1714 Louisville Dr. Ste B";"Knoxville, TN";"TN";"37921-5903";"223";"35.9603772";"-84.011223";"(865) 588-2155";;;"https://www.hydroblok.com/find-a-dealer/daltile-daltile-knoxville/";;"0";"1";"0";"{""mon"":[""07:00 AM - 04:30 PM""],""tue"":[""07:00 AM - 04:30 PM""],""wed"":[""07:00 AM - 04:30 PM""],""thu"":[""07:00 AM - 04:30 PM""],""fri"":[""07:00 AM - 04:30 PM""],""sat"":""0"",""sun"":""0""}";"2021-09-17 17:43:17";"2022-02-21 21:30:41";"0";NULL;NULL;NULL;NULL;"daltile-knoxville-tn-knoxville-tn";NULL
"106";"Daltile Burr Ridge, IL";;"7600 South Grant St.";"Burr Ridge, IL";"IL";"60527";"223";"41.7493846";"-87.93056949999999";"(630) 789-1400";;;"https://www.hydroblok.com/find-a-dealer/daltile-daltile-burr-ridge/";;"0";"1";"0";"{""mon"":[""07:00 AM - 04:00 PM""],""tue"":[""07:00 AM - 04:00 PM""],""wed"":[""07:00 AM - 04:00 PM""],""thu"":[""07:00 AM - 04:00 PM""],""fri"":[""07:00 AM - 04:00 PM""],""sat"":""0"",""sun"":""0""}";"2021-09-17 17:45:01";"2022-02-21 21:33:46";"0";NULL;NULL;NULL;NULL;"daltile-burr-ridge-il-burr-ridge-il";NULL
"107";"Daltile South Bend, IN";;"3235 Rosetta Place Dr. Ste # 1";"South Bend, IN";"IN";"46628";"223";"41.7125953";"-86.29717910000001";;;;"https://www.hydroblok.com/find-a-dealer/daltile-daltile-south-bend/";;"0";"1";"0";"{""mon"":[""07:30 AM - 04:00 PM""],""tue"":[""07:30 AM - 04:00 PM""],""wed"":[""07:30 AM - 04:00 PM""],""thu"":[""07:30 AM - 04:00 PM""],""fri"":[""07:30 AM - 04:00 PM""],""sat"":""0"",""sun"":""0""}";"2021-09-17 17:47:10";"2022-02-21 21:32:27";"0";NULL;NULL;NULL;NULL;"daltile-south-bend-in-south-bend-in";NULL
"108";"Daltile Springdale, AR";;"373-A Agnes Drive ";"Springdale, AR";"AR";"72762-4134";"223";"36.1725586";"-94.22605320000001";"(479) 361-5825";;;"https://www.hydroblok.com/find-a-dealer/daltile-daltile-springdale/";;"0";"1";"0";"{""mon"":[""07:30 AM - 04:30 PM""],""tue"":[""07:30 AM - 04:30 PM""],""wed"":[""07:30 AM - 04:30 PM""],""thu"":[""07:30 AM - 04:30 PM""],""fri"":[""07:30 AM - 04:30 PM""],""sat"":""0"",""sun"":""0""}";"2021-09-17 17:48:48";"2022-02-21 21:47:23";"0";NULL;NULL;NULL;NULL;"daltile-springdale-ar-springdale-ar";NULL
"109";"Carolina Tile and Stone, Cornelius, NC";;"19020 Statesville Rd";"Cornelius, NC";"NC";"28031";"223";"35.4735146";"-80.87397";"(704) 892-2442";;;"https://www.hydroblok.com/find-a-dealer/carolina-tile-and-stone/";;"0";"1";"0";"{""mon"":[""09:00 AM - 05:00 PM""],""tue"":[""09:00 AM - 05:00 PM""],""wed"":[""09:00 AM - 05:00 PM""],""thu"":[""09:00 AM - 05:00 PM""],""fri"":[""09:00 AM - 05:00 PM""],""sat"":[""10:00 AM - 02:00 PM""],""sun"":""0""}";"2021-09-17 17:50:53";"2022-02-21 21:29:06";"0";NULL;NULL;NULL;NULL;"carolina-tile-and-stone-cornelius-nc-cornelius-nc";NULL
"112";"Ralph's Floors, Lynden, WA";;"1842 Front Street";"Lynden";"WA";"98264-1723";"223";"48.939556";"-122.4772879";"(360) 227-8494";;;"https://www.hydroblok.com/find-a-dealer/Ralphs-Floors-Lynden-WA/";;"0";"1";"0";"{""mon"":[""08:30 AM - 05:30 PM""],""tue"":[""08:30 AM - 05:30 PM""],""wed"":[""08:30 AM - 05:30 PM""],""thu"":[""08:30 AM - 05:30 PM""],""fri"":[""08:30 AM - 05:30 PM""],""sat"":[""09:00 AM - 05:00 PM""],""sun"":""0""}";"2021-09-29 16:39:53";"2022-02-19 04:38:08";"0";NULL;NULL;NULL;NULL;"ralph-s-floors-lynden-wa-lynden";NULL
"113";"Emser Tile";;"10550 Lackman Rd";"Lenexa";"KS";"66219";"223";"38.93722580000001";"-94.76140540000002";"(913) 894-4888 ";;;"https://www.hydroblok.com/find-a-dealer/emser-emser-kansas/";;"0";"1";"0";"{""mon"":[""06:30 AM - 04:00 PM""],""tue"":[""06:30 AM - 04:00 PM""],""wed"":[""06:30 AM - 04:00 PM""],""thu"":[""06:30 AM - 04:00 PM""],""fri"":[""06:30 AM - 04:00 PM""],""sat"":[""08:00 AM - 01:00 PM""],""sun"":""0""}";"2021-10-21 21:01:55";"2022-02-21 21:58:47";"0";NULL;NULL;NULL;NULL;"emser-tile-lenexa";NULL
"114";"Mckenna DIstribution";"We can provide you with your entire flooring system from underlayment to surface protection, finishing trims and everything in between.";"620 Vennels St.";"Regina";"SK";"S4N5S5";"38";"50.46878719999999";"-104.5771278";"306-359-7755";"306-525-9050";"info@mckdist.com";"https://www.hydroblok.com/find-a-dealer/mckenna-distribution/";"We work hard to select products and lines that you and your customers will love for years after your project is complete.";"0";"1";"1";"{""mon"":[""08:00 AM - 05:00 PM""],""tue"":[""08:00 AM - 05:00 PM""],""wed"":[""08:00 AM - 05:00 PM""],""thu"":[""08:00 AM - 05:00 PM""],""fri"":[""08:00 AM - 05:00 PM""],""sat"":""0"",""sun"":""0""}";"2021-12-21 15:26:31";"2023-12-22 02:31:27";"0";NULL;NULL;NULL;NULL;"mckenna-distribution-regina";NULL
"115";"Daltile / Daltile Columbus";"Daltile is the best-selling tile brand in America and the largest ceramic manufacturer in the world. Our team is dedicated to creating the best value for our customers through innovative, high-quality products and exceptional customer service.  Unlike most of our competitors, many of our collections are proudly designed, developed, and manufactured in the USA.";"730 Dearborn Park Ln";"Columbus";"OH";"43085";"223";"40.1167844";"-82.9974692";"(614) 433-9181";;"Columbus.SSC219@Daltile.com";"https://www.hydroblok.com/find-a-dealer/daltile-daltile-columbus/";;"4";"1";"0";"{""mon"":[""07:30 AM - 04:00 PM""],""tue"":[""07:30 AM - 04:00 AM""],""wed"":[""07:30 AM - 04:00 AM""],""thu"":[""07:30 AM - 04:00 AM""],""fri"":[""07:00 AM - 04:00 AM""],""sat"":""0"",""sun"":""0""}";"2022-01-13 20:17:12";"2022-01-16 18:43:01";"0";NULL;NULL;NULL;NULL;"daltile-daltile-columbus-columbus";NULL
"116";"Daltile / Daltile St.Louis";"Daltile is the best-selling tile brand in America and the largest ceramic manufacturer in the world. Our team is dedicated to creating the best value for our customers through innovative, high-quality products and exceptional customer service.  Unlike most of our competitors, many of our collections are proudly designed, developed, and manufactured in the USA.";"2051 Westport Center Dr";"St. Louis";"MO";"63146";"223";"38.6944753";"-90.4221519";"(314) 824-1367";;"Columbus.SSC219@Daltile.com";"https://www.hydroblok.com/find-a-dealer/daltile-daltile-st-louis/";;"4";"1";"0";"{""mon"":[""07:30 AM - 04:00 PM""],""tue"":[""07:30 AM - 04:00 PM""],""wed"":[""07:30 AM - 04:00 PM""],""thu"":[""07:30 AM - 04:00 PM""],""fri"":[""07:30 AM - 04:00 PM""],""sat"":[""09:00 AM - 01:00 PM""],""sun"":""0""}";"2022-01-13 20:21:20";"2022-01-16 18:44:10";"0";NULL;NULL;NULL;NULL;"daltile-daltile-st-louis-st-louis";NULL
"117";"Gordon Wall Windows & Floors ";;"801 Victoria St";"Trail";"BC";"V1R 3T3";"38";"49.0968768";"-117.7117095";"(250) 364-2537";;;"https://www.hydroblok.com/find-a-dealer/gw-floors-gordon-walls-windows-floors/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-01-25 19:44:02";"2022-05-23 03:50:31";"0";NULL;NULL;NULL;NULL;"gordon-wall-windows-floors-trail";NULL
"118";"Home Hardware Nelson ";;"101 Mcdonald Drive";"Nelson";"BC";"V1L 6B2";"38";"49.4934924";"-117.2991534";"(250) 352-1919";;;"https://www.hydroblok.com/find-a-dealer/home-hardware-nelson/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-01-25 19:48:42";"2022-05-23 03:49:51";"0";NULL;NULL;NULL;NULL;"home-hardware-nelson-nelson";NULL
"119";"Floor Store Salmon Arm";;"241  5th St SW";"Salmon Arm";"BC";"V1E 1S9";"38";"50.698535";"-119.291987";"(250) 832-1944";;;"https://www.hydroblok.com/find-a-dealer/floor-store-salmon-arm/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-01-25 21:28:40";"2022-05-23 03:49:22";"0";NULL;NULL;NULL;NULL;"floor-store-salmon-arm-salmon-arm";NULL
"120";"Northern Capital Wood Products";;"381 McAloney Road, Unit C";"Prince George";"BC";"V2K 4L2";"38";"53.92837069999999";"-122.7742467";"(250) 564-6171";;"ncwpwood@telus.net";"https://www.hydroblok.com/find-a-dealer/northern-capital-wood-products/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-01-25 21:41:41";"2023-12-05 21:35:16";"0";NULL;NULL;NULL;NULL;"northern-capital-wood-products-prince-george";NULL
